"ipm_id"	"demographic_parameter"	"formula"	"model_type"	"kernel_id"
"aaa238"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa238"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa238"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa238"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa238"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa239"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa239"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa239"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa239"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa239"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa239"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa239"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa239"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa239"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa239"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa239"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa239"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa240"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa240"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa240"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa240"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa240"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa240"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa240"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa240"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa240"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa240"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa240"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa240"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa241"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa241"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa241"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa241"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa241"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa241"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa241"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa241"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa241"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa241"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa241"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa241"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa242"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa242"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa242"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa242"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa242"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa242"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa242"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa242"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa242"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa242"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa242"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa242"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa243"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa243"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa243"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa243"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa243"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa243"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa243"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa243"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa243"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa243"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa243"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa243"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa244"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa244"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa244"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa244"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa244"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa244"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa244"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa244"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa244"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa244"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa244"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa244"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa245"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa245"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa245"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa245"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa245"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa245"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa245"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa245"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa245"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa245"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa245"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa245"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa246"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa246"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa246"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa246"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa246"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa246"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa246"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa246"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa246"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa246"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa246"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa246"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa247"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa247"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa247"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa247"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa247"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa247"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa247"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa247"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa247"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa247"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa247"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa247"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa248"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa248"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa248"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa248"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa248"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa248"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa248"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa248"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa248"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa248"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa248"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa248"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa249"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa249"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa249"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa249"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa249"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa249"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa249"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa249"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa249"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa249"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa249"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa249"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa250"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa250"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa250"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa250"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa250"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa250"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa250"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa250"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa250"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa250"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa250"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa250"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa251"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa251"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa251"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa251"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa251"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa251"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa251"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa251"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa251"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa251"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa251"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa251"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa252"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa252"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
"aaa252"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa252"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa252"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa252"	"Growth"	"growth = g_i + g_el * elev_g + g_el2 * elev_g + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa252"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa252"	"Fecundity"	"fl_p = exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation) / ( 1 + exp(pfl_i + pfl_s * (( log( size_1 ^ 3) - fmlv) / fslv) + pfl_rad * radiation))"	"Evaluated"	"F"
"aaa252"	"Fecundity"	"germ_p = exp(germ_i + germ_s * precip ) / (1 + exp(germ_i +  germ_s * precip))"	"Evaluated"	"F"
"aaa252"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa252"	"Fecundity"	"n_infl = exp(infl_i + infl_s * ((log(size_1 ^ 3) - ipmlv) / ipslv))"	"Evaluated"	"F"
"aaa252"	"Fecundity"	"n_fl = exp(fl_i + fl_s * ((log(size_1 ^ 3) - fimlv) / fislv ))"	"Evaluated"	"F"
"aaa253"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa253"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv)))"	"Evaluated"	"P"
